sutra,adhyaya,pada,num,text_slp1,text_iast,text_deva,kashika_available
2.3.10,2,3,10,paYcamyapANpariBiH,pañcamyapāṅparibhiḥ,पञ्चम्यपाङ्परिभिः,no
2.3.11,2,3,11,pratiniDipratidAne ca yasmAt,pratinidhipratidāne ca yasmāt,प्रतिनिधिप्रतिदाने च यस्मात्,no
2.3.12,2,3,12,gatyarTakarmaRi dvitIyAcaturTyO cezwAyAmanaDvani,gatyarthakarmaṇi dvitīyācaturthyau ceṣṭāyāmanadhvani,गत्यर्थकर्मणि द्वितीयाचतुर्थ्यौ चेष्टायामनध्वनि,no
2.3.13,2,3,13,caturTI sampradAne,caturthī sampradāne,चतुर्थी सम्प्रदाने,no
2.3.14,2,3,14,kriyArTopapadasya ca karmaRi sTAninaH,kriyārthopapadasya ca karmaṇi sthāninaḥ,क्रियार्थोपपदस्य च कर्मणि स्थानिनः,no
2.3.15,2,3,15,tumarTAcca BAvavacanAt,tumarthācca bhāvavacanāt,तुमर्थाच्च भाववचनात्,no
2.3.16,2,3,16,namaHsvastisvAhAsvaDAlamvazaqyogAcca,namaḥsvastisvāhāsvadhālamvaṣaḍyogācca,नमःस्वस्तिस्वाहास्वधालम्वषड्योगाच्च,no
2.3.17,2,3,17,manyakarmaRyanAdare viBAzA'prARizu,manyakarmaṇyanādare vibhāṣā'prāṇiṣu,मन्यकर्मण्यनादरे विभाषाऽप्राणिषु,no
2.3.18,2,3,18,kartfkaraRayostftIyA,kartṛkaraṇayostṛtīyā,कर्तृकरणयोस्तृतीया,no
2.3.19,2,3,19,sahayukte'praDAne,sahayukte'pradhāne,सहयुक्तेऽप्रधाने,no
2.3.20,2,3,20,yenANgavikAraH,yenāṅgavikāraḥ,येनाङ्गविकारः,no
2.3.21,2,3,21,itTaMBUtalakzaRe,itthaṃbhūtalakṣaṇe,इत्थंभूतलक्षणे,no
2.3.22,2,3,22,saMjYo'nyatarasyAM karmaRi,saṃjño'nyatarasyāṃ karmaṇi,संज्ञोऽन्यतरस्यां कर्मणि,no
2.3.23,2,3,23,hetO,hetau,हेतौ,no
2.3.24,2,3,24,akartaryfRe paYcamI,akartaryṛṇe pañcamī,अकर्तर्यृणे पञ्चमी,no
2.3.25,2,3,25,viBAzA guRe'striyAm,vibhāṣā guṇe'striyām,विभाषा गुणेऽस्त्रियाम्,no
2.3.26,2,3,26,zazWI hetuprayoge,ṣaṣṭhī hetuprayoge,षष्ठी हेतुप्रयोगे,no
2.3.27,2,3,27,sarvanAmnastftIyA ca,sarvanāmnastṛtīyā ca,सर्वनाम्नस्तृतीया च,no
2.3.28,2,3,28,apAdAne paYcamI,apādāne pañcamī,अपादाने पञ्चमी,no
2.3.29,2,3,29,anyArAditarartedikCabdAYcUttarapadAjAhiyukte,anyārāditarartedikchabdāñcūttarapadājāhiyukte,अन्यारादितरर्तेदिक्छब्दाञ्चूत्तरपदाजाहियुक्ते,no
2.3.30,2,3,30,zazWyatasarTapratyayena,ṣaṣṭhyatasarthapratyayena,षष्ठ्यतसर्थप्रत्ययेन,no
2.3.31,2,3,31,enapA dvitIyA,enapā dvitīyā,एनपा द्वितीया,no
2.3.32,2,3,32,pfTagvinAnAnABistftIyA'nyatarasyAm,pṛthagvinānānābhistṛtīyā'nyatarasyām,पृथग्विनानानाभिस्तृतीयाऽन्यतरस्याम्,no
2.3.33,2,3,33,karaRe ca stokAlpakfcCrakatipayasyAsattvavacanasya,karaṇe ca stokālpakṛcchrakatipayasyāsattvavacanasya,करणे च स्तोकाल्पकृच्छ्रकतिपयस्यासत्त्ववचनस्य,no
2.3.34,2,3,34,dUrAntikArTEH zazWyanyatarasyAm,dūrāntikārthaiḥ ṣaṣṭhyanyatarasyām,दूरान्तिकार्थैः षष्ठ्यन्यतरस्याम्,no
2.3.35,2,3,35,dUrAntikArTeByo dvitIyA ca,dūrāntikārthebhyo dvitīyā ca,दूरान्तिकार्थेभ्यो द्वितीया च,no
2.3.36,2,3,36,saptamyaDikaraRe ca,saptamyadhikaraṇe ca,सप्तम्यधिकरणे च,no
2.3.37,2,3,37,yasya ca BAvena BAvalakzaRam,yasya ca bhāvena bhāvalakṣaṇam,यस्य च भावेन भावलक्षणम्,no
2.3.38,2,3,38,zazWI cAnAdare,ṣaṣṭhī cānādare,षष्ठी चानादरे,no
2.3.39,2,3,39,svAmISvarADipatidAyAdasAkzipratiBUprasUtESca,svāmīśvarādhipatidāyādasākṣipratibhūprasūtaiśca,स्वामीश्वराधिपतिदायादसाक्षिप्रतिभूप्रसूतैश्च,no
2.3.40,2,3,40,AyuktakuSalAByAM cAsevAyAm,āyuktakuśalābhyāṃ cāsevāyām,आयुक्तकुशलाभ्यां चासेवायाम्,no
2.3.41,2,3,41,yataSca nirDAraRam,yataśca nirdhāraṇam,यतश्च निर्धारणम्,no
2.3.42,2,3,42,paYcamI viBakte,pañcamī vibhakte,पञ्चमी विभक्ते,no
2.3.43,2,3,43,sADunipuRAByAmarcAyAM saptamyaprateH,sādhunipuṇābhyāmarcāyāṃ saptamyaprateḥ,साधुनिपुणाभ्यामर्चायां सप्तम्यप्रतेः,no
2.3.44,2,3,44,prasitotsukAByAM tftIyA ca,prasitotsukābhyāṃ tṛtīyā ca,प्रसितोत्सुकाभ्यां तृतीया च,no
2.3.45,2,3,45,nakzatre ca lupi,nakṣatre ca lupi,नक्षत्रे च लुपि,no
2.3.46,2,3,46,prAtipadikArTaliNgaparimARavacanamAtre praTamA,prātipadikārthaliṅgaparimāṇavacanamātre prathamā,प्रातिपदिकार्थलिङ्गपरिमाणवचनमात्रे प्रथमा,no
2.3.47,2,3,47,samboDane ca,sambodhane ca,सम्बोधने च,no
2.3.48,2,3,48,sAmantritam,sāmantritam,सामन्त्रितम्,no
2.3.49,2,3,49,ekavacanaM saMbudDiH,ekavacanaṃ saṃbuddhiḥ,एकवचनं संबुद्धिः,no
2.3.50,2,3,50,zazWI Seze,ṣaṣṭhī śeṣe,षष्ठी शेषे,no
2.3.51,2,3,51,jYo'vidarTasya karaRe,jño'vidarthasya karaṇe,ज्ञोऽविदर्थस्य करणे,no
2.3.52,2,3,52,aDIgarTadayeSAM karmaRi,adhīgarthadayeśāṃ karmaṇi,अधीगर्थदयेशां कर्मणि,no
2.3.53,2,3,53,kfYaH pratiyatne,kṛñaḥ pratiyatne,कृञः प्रतियत्ने,no
2.3.54,2,3,54,rujArTAnAM BAvavacanAnAmajvareH,rujārthānāṃ bhāvavacanānāmajvareḥ,रुजार्थानां भाववचनानामज्वरेः,no
2.3.55,2,3,55,ASizi nATaH,āśiṣi nāthaḥ,आशिषि नाथः,no
2.3.56,2,3,56,jAsiniprahaRanAwakrATapizAM hiMsAyAm,jāsiniprahaṇanāṭakrāthapiṣāṃ hiṃsāyām,जासिनिप्रहणनाटक्राथपिषां हिंसायाम्,no
2.3.57,2,3,57,vyavahfpaRoH samarTayoH,vyavahṛpaṇoḥ samarthayoḥ,व्यवहृपणोः समर्थयोः,no
2.3.58,2,3,58,divastadarTasya,divastadarthasya,दिवस्तदर्थस्य,no
2.3.59,2,3,59,viBAzopasarge,vibhāṣopasarge,विभाषोपसर्गे,no
2.3.60,2,3,60,dvitIyA brAhmaRe,dvitīyā brāhmaṇe,द्वितीया ब्राह्मणे,no
2.3.61,2,3,61,prezyabruvorhavizo devatAsampradAne,preṣyabruvorhaviṣo devatāsampradāne,प्रेष्यब्रुवोर्हविषो देवतासम्प्रदाने,no
2.3.62,2,3,62,caturTyarTe bahulaM Candasi,caturthyarthe bahulaṃ chandasi,चतुर्थ्यर्थे बहुलं छन्दसि,no
2.3.63,2,3,63,yajeSca karaRe,yajeśca karaṇe,यजेश्च करणे,no
2.3.64,2,3,64,kftvo'rTaprayoge kAle'DikaraRe,kṛtvo'rthaprayoge kāle'dhikaraṇe,कृत्वोऽर्थप्रयोगे कालेऽधिकरणे,no
2.3.65,2,3,65,kartfkarmaRoH kfti,kartṛkarmaṇoḥ kṛti,कर्तृकर्मणोः कृति,no
2.3.66,2,3,66,uBayaprAptO karmaRi,ubhayaprāptau karmaṇi,उभयप्राप्तौ कर्मणि,no
2.3.67,2,3,67,ktasya ca vartamAne,ktasya ca vartamāne,क्तस्य च वर्तमाने,no
2.3.68,2,3,68,aDikaraRavAcinaSca,adhikaraṇavācinaśca,अधिकरणवाचिनश्च,no
2.3.69,2,3,69,na lokAvyayanizWAKalarTatfnAm,na lokāvyayaniṣṭhākhalarthatṛnām,न लोकाव्ययनिष्ठाखलर्थतृनाम्,no
2.3.70,2,3,70,akenorBavizyadADamarRyayoH,akenorbhaviṣyadādhamarṇyayoḥ,अकेनोर्भविष्यदाधमर्ण्ययोः,no
2.3.71,2,3,71,kftyAnAM kartari vA,kṛtyānāṃ kartari vā,कृत्यानां कर्तरि वा,no
2.3.72,2,3,72,tulyArTEratulopamAByAM tftIyA'nyatarasyAm,tulyārthairatulopamābhyāṃ tṛtīyā'nyatarasyām,तुल्यार्थैरतुलोपमाभ्यां तृतीयाऽन्यतरस्याम्,no
2.3.73,2,3,73,caturTI cASizyAyuzyamadraBadrakuSalasuKArTahitEH,caturthī cāśiṣyāyuṣyamadrabhadrakuśalasukhārthahitaiḥ,चतुर्थी चाशिष्यायुष्यमद्रभद्रकुशलसुखार्थहितैः,no
2.4.1,2,4,1,dvigurekavacanam,dvigurekavacanam,द्विगुरेकवचनम्,no
2.4.2,2,4,2,dvandvaSca prARitUryasenANgAnAm,dvandvaśca prāṇitūryasenāṅgānām,द्वन्द्वश्च प्राणितूर्यसेनाङ्गानाम्,no
2.4.3,2,4,3,anuvAde caraRAnAm,anuvāde caraṇānām,अनुवादे चरणानाम्,no
2.4.4,2,4,4,aDvaryukraturanapuMsakam,adhvaryukraturanapuṃsakam,अध्वर्युक्रतुरनपुंसकम्,no
2.4.5,2,4,5,aDyayanato'viprakfzwAKyAnAm,adhyayanato'viprakṛṣṭākhyānām,अध्ययनतोऽविप्रकृष्टाख्यानाम्,no
2.4.6,2,4,6,jAtiraprARinAm,jātiraprāṇinām,जातिरप्राणिनाम्,no
2.4.7,2,4,7,viSizwaliNgo nadI deSo'grAmAH,viśiṣṭaliṅgo nadī deśo'grāmāḥ,विशिष्टलिङ्गो नदी देशोऽग्रामाः,no
2.4.8,2,4,8,kzudrajantavaH,kṣudrajantavaḥ,क्षुद्रजन्तवः,no
2.4.9,2,4,9,yezAM ca viroDaH SASvatikaH,yeṣāṃ ca virodhaḥ śāśvatikaḥ,येषां च विरोधः शाश्वतिकः,no
2.4.10,2,4,10,SUdrARAmaniravasitAnAm,śūdrāṇāmaniravasitānām,शूद्राणामनिरवसितानाम्,no
2.4.11,2,4,11,gavASvapraBftIni ca,gavāśvaprabhṛtīni ca,गवाश्वप्रभृतीनि च,no
2.4.12,2,4,12,viBAzA vfkzamfgatfRaDAnyavyaYjanapaSuSakunyaSvavaqavapUrvAparADarottarARAm,vibhāṣā vṛkṣamṛgatṛṇadhānyavyañjanapaśuśakunyaśvavaḍavapūrvāparādharottarāṇām,विभाषा वृक्षमृगतृणधान्यव्यञ्जनपशुशकुन्यश्ववडवपूर्वापराधरोत्तराणाम्,no
2.4.13,2,4,13,vipratizidDaM cAnaDikaraRavAci,vipratiṣiddhaṃ cānadhikaraṇavāci,विप्रतिषिद्धं चानधिकरणवाचि,no
2.4.14,2,4,14,na daDipayaAdIni,na dadhipayaādīni,न दधिपयआदीनि,no
2.4.15,2,4,15,aDikaraREtAvattve ca,adhikaraṇaitāvattve ca,अधिकरणैतावत्त्वे च,no
2.4.16,2,4,16,viBAzA samIpe,vibhāṣā samīpe,विभाषा समीपे,no
2.4.17,2,4,17,sa napuMsakam,sa napuṃsakam,स नपुंसकम्,no
2.4.18,2,4,18,avyayIBAvaSca,avyayībhāvaśca,अव्ययीभावश्च,no
2.4.19,2,4,19,tatpuruzo'naY karmaDArayaH,tatpuruṣo'nañ karmadhārayaḥ,तत्पुरुषोऽनञ् कर्मधारयः,no
2.4.20,2,4,20,saMjYAyAM kanToSInarezu,saṃjñāyāṃ kanthośīnareṣu,संज्ञायां कन्थोशीनरेषु,no
2.4.21,2,4,21,upajYopakramaM tadAdyAciKyAsAyAm,upajñopakramaṃ tadādyācikhyāsāyām,उपज्ञोपक्रमं तदाद्याचिख्यासायाम्,no
2.4.22,2,4,22,CAyA bAhulye,chāyā bāhulye,छाया बाहुल्ये,no
2.4.23,2,4,23,saBA rAjAmanuzyapUrvA,sabhā rājāmanuṣyapūrvā,सभा राजामनुष्यपूर्वा,no
2.4.24,2,4,24,aSAlA ca,aśālā ca,अशाला च,no
2.4.25,2,4,25,viBAzA senAsurAcCAyASAlAniSAnAm,vibhāṣā senāsurācchāyāśālāniśānām,विभाषा सेनासुराच्छायाशालानिशानाम्,no
2.4.26,2,4,26,paravalliNgaM dvandvatatpuruzayoH,paravalliṅgaṃ dvandvatatpuruṣayoḥ,परवल्लिङ्गं द्वन्द्वतत्पुरुषयोः,no
2.4.27,2,4,27,pUrvavadaSvavaqavO,pūrvavadaśvavaḍavau,पूर्ववदश्ववडवौ,no
2.4.28,2,4,28,hemantaSiSirAvahorAtre ca cCandasi,hemantaśiśirāvahorātre ca cchandasi,हेमन्तशिशिरावहोरात्रे च च्छन्दसि,no
2.4.29,2,4,29,rAtrAhnAhAH puMsi,rātrāhnāhāḥ puṃsi,रात्राह्नाहाः पुंसि,no
2.4.30,2,4,30,apaTaM napuMsakam,apathaṃ napuṃsakam,अपथं नपुंसकम्,no
2.4.31,2,4,31,arDarcAH puMsi ca,ardharcāḥ puṃsi ca,अर्धर्चाः पुंसि च,no
2.4.32,2,4,32,idamo'nvAdeSe'SanudAttastftIyAdO,idamo'nvādeśe'śanudāttastṛtīyādau,इदमोऽन्वादेशेऽशनुदात्तस्तृतीयादौ,no
2.4.33,2,4,33,etadastratasostratasO cAnudAttO,etadastratasostratasau cānudāttau,एतदस्त्रतसोस्त्रतसौ चानुदात्तौ,no
2.4.34,2,4,34,dvitIyAwOssvenaH,dvitīyāṭaussvenaḥ,द्वितीयाटौस्स्वेनः,no
2.4.35,2,4,35,ArDaDAtuke,ārdhadhātuke,आर्धधातुके,no
2.4.36,2,4,36,ado jagDirlyapti kiti,ado jagdhirlyapti kiti,अदो जग्धिर्ल्यप्ति किति,no
2.4.37,2,4,37,luNsanorGasx,luṅsanorghasḷ,लुङ्सनोर्घसॢ,no
2.4.38,2,4,38,GaYapoSca,ghañapośca,घञपोश्च,no
2.4.39,2,4,39,bahulaM Candasi,bahulaṃ chandasi,बहुलं छन्दसि,no
2.4.40,2,4,40,liwyanyatarasyAm,liṭyanyatarasyām,लिट्यन्यतरस्याम्,no
2.4.41,2,4,41,veYo vayiH,veño vayiḥ,वेञो वयिः,no
2.4.42,2,4,42,hano vaDa liNi,hano vadha liṅi,हनो वध लिङि,no
2.4.43,2,4,43,luNi ca,luṅi ca,लुङि च,no
2.4.44,2,4,44,AtmanepadezvanyatarasyAm,ātmanepadeṣvanyatarasyām,आत्मनेपदेष्वन्यतरस्याम्,no
2.4.45,2,4,45,iRo gA luNi,iṇo gā luṅi,इणो गा लुङि,no
2.4.46,2,4,46,RO gamiraboDane,ṇau gamirabodhane,णौ गमिरबोधने,no
2.4.47,2,4,47,sani ca,sani ca,सनि च,no
2.4.48,2,4,48,iNaSca,iṅaśca,इङश्च,no
2.4.49,2,4,49,gAN liwi,gāṅ liṭi,गाङ् लिटि,no
2.4.50,2,4,50,viBAzA luNlfNoH,vibhāṣā luṅlṛṅoḥ,विभाषा लुङ्लृङोः,no
2.4.51,2,4,51,RO ca sa~ScaNoH,ṇau ca sa~ścaṅoḥ,णौ च स~श्चङोः,no
2.4.52,2,4,52,asterBUH,asterbhūḥ,अस्तेर्भूः,no
2.4.53,2,4,53,bruvo vaciH,bruvo vaciḥ,ब्रुवो वचिः,no
2.4.54,2,4,54,cakziNaH KyAY,cakṣiṅaḥ khyāñ,चक्षिङः ख्याञ्,no
2.4.55,2,4,55,vA liwi,vā liṭi,वा लिटि,no
2.4.56,2,4,56,ajervyaGaYapoH,ajervyaghañapoḥ,अजेर्व्यघञपोः,no
2.4.57,2,4,57,vA yO,vā yau,वा यौ,no
2.4.58,2,4,58,RyakzatriyArzaYito yUni lugaRiYoH,ṇyakṣatriyārṣañito yūni lugaṇiñoḥ,ण्यक्षत्रियार्षञितो यूनि लुगणिञोः,no
2.4.59,2,4,59,pElAdiByaSca,pailādibhyaśca,पैलादिभ्यश्च,no
2.4.60,2,4,60,iYaH prAcAm,iñaḥ prācām,इञः प्राचाम्,no
2.4.61,2,4,61,na tOlvaliByaH,na taulvalibhyaḥ,न तौल्वलिभ्यः,no
2.4.62,2,4,62,tadrAjasya bahuzu tenEvAstriyAm,tadrājasya bahuṣu tenaivāstriyām,तद्राजस्य बहुषु तेनैवास्त्रियाम्,no
2.4.63,2,4,63,yaskAdiByo gotre,yaskādibhyo gotre,यस्कादिभ्यो गोत्रे,no
2.4.64,2,4,64,yaYaYoSca,yañañośca,यञञोश्च,no
2.4.65,2,4,65,atriBfgukutsavasizWagotamANgiroByaSca,atribhṛgukutsavasiṣṭhagotamāṅgirobhyaśca,अत्रिभृगुकुत्सवसिष्ठगोतमाङ्गिरोभ्यश्च,no
2.4.66,2,4,66,bahvacaH iYaH prAcyaBaratezu,bahvacaḥ iñaḥ prācyabharateṣu,बह्वचः इञः प्राच्यभरतेषु,no
2.4.67,2,4,67,na gopavanAdiByaH,na gopavanādibhyaḥ,न गोपवनादिभ्यः,no
2.4.68,2,4,68,tikakitavAdiByo dvandve,tikakitavādibhyo dvandve,तिककितवादिभ्यो द्वन्द्वे,no
2.4.69,2,4,69,upakAdiByo'nyatarasyAmadvandve,upakādibhyo'nyatarasyāmadvandve,उपकादिभ्योऽन्यतरस्यामद्वन्द्वे,no
2.4.70,2,4,70,AgastyakORqinyayoragastikuRqinac,āgastyakauṇḍinyayoragastikuṇḍinac,आगस्त्यकौण्डिन्ययोरगस्तिकुण्डिनच्,no
2.4.71,2,4,71,supo DAtuprAtipadikayoH,supo dhātuprātipadikayoḥ,सुपो धातुप्रातिपदिकयोः,no
2.4.72,2,4,72,adipraBftiByaH SapaH,adiprabhṛtibhyaḥ śapaḥ,अदिप्रभृतिभ्यः शपः,no
2.4.73,2,4,73,bahulaM Candasi,bahulaṃ chandasi,बहुलं छन्दसि,no
2.4.74,2,4,74,yaNo'ci ca,yaṅo'ci ca,यङोऽचि च,no
2.4.75,2,4,75,juhotyAdiByaH SluH,juhotyādibhyaḥ śluḥ,जुहोत्यादिभ्यः श्लुः,no
2.4.76,2,4,76,bahulaM Candasi,bahulaṃ chandasi,बहुलं छन्दसि,no
2.4.77,2,4,77,gAtisTAGupABUByaH sicaH parasmEpadezu,gātisthāghupābhūbhyaḥ sicaḥ parasmaipadeṣu,गातिस्थाघुपाभूभ्यः सिचः परस्मैपदेषु,no
2.4.78,2,4,78,viBAzA GrADewSAcCAsaH,vibhāṣā ghrādheṭśācchāsaḥ,विभाषा घ्राधेट्शाच्छासः,no
2.4.79,2,4,79,tanAdiByastaTAsoH,tanādibhyastathāsoḥ,तनादिभ्यस्तथासोः,no
2.4.80,2,4,80,mantre GasahvaraRaSavfdahAdvfckfgamijaniByo leH,mantre ghasahvaraṇaśavṛdahādvṛckṛgamijanibhyo leḥ,मन्त्रे घसह्वरणशवृदहाद्वृच्कृगमिजनिभ्यो लेः,no
2.4.81,2,4,81,AmaH,āmaḥ,आमः,no
2.4.82,2,4,82,avyayAdApsupaH,avyayādāpsupaḥ,अव्ययादाप्सुपः,no
2.4.83,2,4,83,nAvyayIBAvAdato'mtvapaYcamyAH,nāvyayībhāvādato'mtvapañcamyāḥ,नाव्ययीभावादतोऽम्त्वपञ्चम्याः,no
2.4.84,2,4,84,tftIyAsaptamyorbahulam,tṛtīyāsaptamyorbahulam,तृतीयासप्तम्योर्बहुलम्,no
2.4.85,2,4,85,luwaH praTamasya qArOrasaH,luṭaḥ prathamasya ḍāraurasaḥ,लुटः प्रथमस्य डारौरसः,no
3.1.1,3,1,1,pratyayaH,pratyayaḥ,प्रत्ययः,no
3.1.2,3,1,2,paraSca,paraśca,परश्च,no
3.1.3,3,1,3,AdyudAttaSca,ādyudāttaśca,आद्युदात्तश्च,no
3.1.4,3,1,4,anudAttO suppitO,anudāttau suppitau,अनुदात्तौ सुप्पितौ,no
3.1.5,3,1,5,guptijkidByaH san,guptijkidbhyaḥ san,गुप्तिज्किद्भ्यः सन्,no
3.1.6,3,1,6,mAnbaDadAnSAnByo dIrGaScAByAsasya,mānbadhadānśānbhyo dīrghaścābhyāsasya,मान्बधदान्शान्भ्यो दीर्घश्चाभ्यासस्य,no
3.1.7,3,1,7,DAtoH karmaRaH samAnakartfkAdicCAyAM vA,dhātoḥ karmaṇaḥ samānakartṛkādicchāyāṃ vā,धातोः कर्मणः समानकर्तृकादिच्छायां वा,no
3.1.8,3,1,8,supa AtmanaH kyac,supa ātmanaḥ kyac,सुप आत्मनः क्यच्,no
3.1.9,3,1,9,kAmyacca,kāmyacca,काम्यच्च,no
3.1.10,3,1,10,upamAnAdAcAre,upamānādācāre,उपमानादाचारे,no
3.1.11,3,1,11,kartuH kyaN salopaSca,kartuḥ kyaṅ salopaśca,कर्तुः क्यङ् सलोपश्च,no
3.1.12,3,1,12,BfSAdiByo BuvyacverlopaSca halaH,bhṛśādibhyo bhuvyacverlopaśca halaḥ,भृशादिभ्यो भुव्यच्वेर्लोपश्च हलः,no
3.1.13,3,1,13,lohitAdiqAjByaH kyaz,lohitādiḍājbhyaḥ kyaṣ,लोहितादिडाज्भ्यः क्यष्,no
3.1.14,3,1,14,kazwAya kramaRe,kaṣṭāya kramaṇe,कष्टाय क्रमणे,no
3.1.15,3,1,15,karmaRo romanTatapoByAM varticaroH,karmaṇo romanthatapobhyāṃ varticaroḥ,कर्मणो रोमन्थतपोभ्यां वर्तिचरोः,no
3.1.16,3,1,16,bAzpozmaByAmudvamane,bāṣpoṣmabhyāmudvamane,बाष्पोष्मभ्यामुद्वमने,no
3.1.17,3,1,17,SabdavErakalahABrakaRvameGeByaH karaRe,śabdavairakalahābhrakaṇvameghebhyaḥ karaṇe,शब्दवैरकलहाभ्रकण्वमेघेभ्यः करणे,no
3.1.18,3,1,18,suKAdiByaH kartfvedanAyAm,sukhādibhyaḥ kartṛvedanāyām,सुखादिभ्यः कर्तृवेदनायाम्,no
3.1.19,3,1,19,namovarivaScitraNaH kyac,namovarivaścitraṅaḥ kyac,नमोवरिवश्चित्रङः क्यच्,no
3.1.20,3,1,20,pucCaBARqacIvarARRiN,pucchabhāṇḍacīvarāṇṇiṅ,पुच्छभाण्डचीवराण्णिङ्,no
3.1.21,3,1,21,muRqamiSraSlakzRalavaRavratavastrahalakalakftatUsteByo Ric,muṇḍamiśraślakṣṇalavaṇavratavastrahalakalakṛtatūstebhyo ṇic,मुण्डमिश्रश्लक्ष्णलवणव्रतवस्त्रहलकलकृततूस्तेभ्यो णिच्,no
3.1.22,3,1,22,DAtorekAco halAdeH kriyAsamaBihAre yaN,dhātorekāco halādeḥ kriyāsamabhihāre yaṅ,धातोरेकाचो हलादेः क्रियासमभिहारे यङ्,no
3.1.23,3,1,23,nityaM kOwilye gatO,nityaṃ kauṭilye gatau,नित्यं कौटिल्ये गतौ,no
3.1.24,3,1,24,lupasadacarajapajaBadahadaSagFByo BAvagarhAyAm,lupasadacarajapajabhadahadaśagṝbhyo bhāvagarhāyām,लुपसदचरजपजभदहदशगॄभ्यो भावगर्हायाम्,no
3.1.25,3,1,25,satyApapASarUpavIRAtUlaSlokasenAlomatvacavarmavarRacUrRacurAdiByo Ric,satyāpapāśarūpavīṇātūlaślokasenālomatvacavarmavarṇacūrṇacurādibhyo ṇic,सत्यापपाशरूपवीणातूलश्लोकसेनालोमत्वचवर्मवर्णचूर्णचुरादिभ्यो णिच्,no
3.1.26,3,1,26,hetumati ca,hetumati ca,हेतुमति च,no
3.1.27,3,1,27,kaRqvAdiByo yak,kaṇḍvādibhyo yak,कण्ड्वादिभ्यो यक्,no
3.1.28,3,1,28,gupUDUpavicCipaRipaniBya AyaH,gupūdhūpavicchipaṇipanibhya āyaḥ,गुपूधूपविच्छिपणिपनिभ्य आयः,no
3.1.29,3,1,29,fterIyaN,ṛterīyaṅ,ऋतेरीयङ्,no
3.1.30,3,1,30,kamerRiN,kamerṇiṅ,कमेर्णिङ्,no
3.1.31,3,1,31,AyAdaya ArDadDAtuke vA,āyādaya ārdhaddhātuke vā,आयादय आर्धद्धातुके वा,no
3.1.32,3,1,32,sanAdyantA DAtavaH,sanādyantā dhātavaḥ,सनाद्यन्ता धातवः,no
3.1.33,3,1,33,syatAsI lfluwoH,syatāsī lṛluṭoḥ,स्यतासी लृलुटोः,no
3.1.34,3,1,34,sibbahulaM lewi,sibbahulaṃ leṭi,सिब्बहुलं लेटि,no
3.1.35,3,1,35,kAspratyayAdAmamantre liwi,kāspratyayādāmamantre liṭi,कास्प्रत्ययादाममन्त्रे लिटि,no
3.1.36,3,1,36,ijAdeSca gurumato'nfcCaH,ijādeśca gurumato'nṛcchaḥ,इजादेश्च गुरुमतोऽनृच्छः,no
3.1.37,3,1,37,dayAyAsaSca,dayāyāsaśca,दयायासश्च,no
3.1.38,3,1,38,uzavidajAgfByo'nyatarasyAm,uṣavidajāgṛbhyo'nyatarasyām,उषविदजागृभ्योऽन्यतरस्याम्,no
3.1.39,3,1,39,BIhrIBfhuvAM Sluvacca,bhīhrībhṛhuvāṃ śluvacca,भीह्रीभृहुवां श्लुवच्च,no
3.1.40,3,1,40,kfY cAnuprayujyate liwi,kṛñ cānuprayujyate liṭi,कृञ् चानुप्रयुज्यते लिटि,no
3.1.41,3,1,41,vidANkurvantvityanyatarasyAm,vidāṅkurvantvityanyatarasyām,विदाङ्कुर्वन्त्वित्यन्यतरस्याम्,no
3.1.42,3,1,42,aByutsAdayAMprajanayAMcikayAMramayAmakaH pAvayAMkriyAdvidAmakranniti cCandasi,abhyutsādayāṃprajanayāṃcikayāṃramayāmakaḥ pāvayāṃkriyādvidāmakranniti cchandasi,अभ्युत्सादयांप्रजनयांचिकयांरमयामकः पावयांक्रियाद्विदामक्रन्निति च्छन्दसि,no
3.1.43,3,1,43,cli luNi,cli luṅi,च्लि लुङि,no
3.1.44,3,1,44,cleH sic,cleḥ sic,च्लेः सिच्,no
3.1.45,3,1,45,Sala igupaDAdaniwaH ksaH,śala igupadhādaniṭaḥ ksaḥ,शल इगुपधादनिटः क्सः,no
3.1.46,3,1,46,Sliza AliNgane,śliṣa āliṅgane,श्लिष आलिङ्गने,no
3.1.47,3,1,47,na dfSaH,na dṛśaḥ,न दृशः,no
3.1.48,3,1,48,RiSridrusruByaH kartari caN,ṇiśridrusrubhyaḥ kartari caṅ,णिश्रिद्रुस्रुभ्यः कर्तरि चङ्,no
3.1.49,3,1,49,viBAzA DewSvyoH,vibhāṣā dheṭśvyoḥ,विभाषा धेट्श्व्योः,no
3.1.50,3,1,50,gupeSCandasi,gupeśchandasi,गुपेश्छन्दसि,no
3.1.51,3,1,51,nonayatiDvanayatyelayatyardayatiByaH,nonayatidhvanayatyelayatyardayatibhyaḥ,नोनयतिध्वनयत्येलयत्यर्दयतिभ्यः,no
3.1.52,3,1,52,asyativaktiKyAtiByo'N,asyativaktikhyātibhyo'ṅ,अस्यतिवक्तिख्यातिभ्योऽङ्,no
3.1.53,3,1,53,lipisicihvaSca,lipisicihvaśca,लिपिसिचिह्वश्च,no
3.1.54,3,1,54,AtmanepadezvanyatarasyAm,ātmanepadeṣvanyatarasyām,आत्मनेपदेष्वन्यतरस्याम्,no
